year,country,energy_balance,Sum of all coal products,Sum of all fuel products,Sum of all peat products,Sum of all petroleum products,Sum of all renewable energies
2008,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2008,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2008,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2008,Ireland,Exchanges and transfers- other (excluding electricity and heat),12,1,0,0,0
2008,Ireland,Exports,4,1259,10,1216,2
2008,Ireland,Final non energy consumption feedstocks,0,279,0,279,0
2008,Ireland,Fisheries,0,33,0,33,0
2008,Ireland,Imports,1600,16336,0,10453,44
2008,Ireland,Indigenous production,0,1573,660,0,544
2008,Ireland,Industry- basic metals and fabricated metal products,0,466,0,217,0
2008,Ireland,Industry- chemicals and man-made fibres,0,219,0,41,0
2008,Ireland,Industry- construction,0,79,0,59,0
2008,Ireland,Industry- electrical and optical equipment,0,222,0,24,0
2008,Ireland,Industry- food and beverages,16,401,1,117,41
2008,Ireland,Industry- machinery and equipment n.e.c,0,22,0,4,0
2008,Ireland,Industry- non energy mining,0,92,0,32,0
2008,Ireland,Industry- other manufacturing,13,93,0,20,0
2008,Ireland,Industry- other non-metallic mineral products,136,474,0,249,10
2008,Ireland,"Industry- pulp, paper, publishing and printing",0,19,0,2,0
2008,Ireland,Industry- rubber and plastic products,0,38,0,8,0
2008,Ireland,Industry- textiles and textile products,0,10,0,3,0
2008,Ireland,Industry- transport equipment manufacture,0,13,0,4,0
2008,Ireland,Industry- wood and wood products,0,116,0,4,88
2008,Ireland,Mar. bunkers,0,70,0,70,0
2008,Ireland,Non-energy consumption,0,279,0,279,0
2008,Ireland,Own use and distribution losses,0,545,18,135,0
2008,Ireland,Primary energy requirement excluding non energy,1410,16358,872,8926,588
2008,Ireland,Primary energy supply including non energy,1410,16637,872,9205,588
2008,Ireland,Public services,0,522,0,117,4
2008,Ireland,Public services- Education,0,0,0,0,0
2008,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2008,Ireland,Public services- Public Administration,0,0,0,0,0
2008,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2008,Ireland,Residential,230,3576,280,1632,32
2008,Ireland,Statistical difference,9,132,0,81,1
2008,Ireland,Stock change,0,57,221,39,2
2008,Ireland,Sum of all commercial and public services,27,1545,0,280,20
2008,Ireland,Sum of all exchanges and transfers,12,1,0,0,0
2008,Ireland,Sum of all industry sub-sectors,165,2265,1,783,139
2008,Ireland,Sum of all transformation input,991,8301,675,3715,50
2008,Ireland,Sum of all transformation output,0,5809,92,3406,0
2008,Ireland,Sum of all transport,0,5445,0,5384,56
2008,Ireland,Total final energy consumption,421,13189,280,8389,247
2008,Ireland,Transformation input- briquetting plants,0,97,97,0,0
2008,Ireland,Transformation input- combined heat and power plants,0,255,8,6,8
2008,Ireland,Transformation input- oil refineries and other energy sectors,0,3373,0,3360,0
2008,Ireland,Transformation input- public thermal power plants,991,4531,570,350,43
2008,Ireland,Transformation input- pumped storage consumption,0,45,0,0,0
2008,Ireland,Transformation output- briquetting plants,0,92,92,0,0
2008,Ireland,Transformation output- combined heat and power plants- electricity,0,162,0,0,0
2008,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2008,Ireland,Transformation output- oil refineries,0,3406,0,3406,0
2008,Ireland,Transformation output- public thermal power plants,0,2121,0,0,0
2008,Ireland,Transformation output- pumped storage consumption,0,28,0,0,0
2008,Ireland,Transport - navigation,0,66,0,66,0
2008,Ireland,Transport- Sum of all aviation transport,0,972,0,972,0
2008,Ireland,Transport- domestic aviation,0,27,0,27,0
2008,Ireland,Transport- fuel tourism,0,253,0,250,3
2008,Ireland,Transport- international aviation,0,945,0,945,0
2008,Ireland,Transport- rail,0,50,0,46,0
2008,Ireland,Transport- road freight,0,1056,0,1042,15
2008,Ireland,Transport- road light goods vehicle,0,404,0,399,6
2008,Ireland,Transport- road private car,0,2111,0,2085,26
2008,Ireland,Transport- road public passenger services,0,204,0,201,3
2008,Ireland,Transport- sum of all road transport,0,3775,0,3727,48
2008,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,329,0,324,4
2009,Ireland,Agricultural,0,283,0,235,0
2009,Ireland,Available final energy consumption,387,12191,270,7628,285
2009,Ireland,Commercial services,1,933,0,122,15
2009,Ireland,Commercial services- Accommodation and Food Services,0,195,0,31,7
2009,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,61,0,4,0
2009,Ireland,Commercial services- Information and Communication,0,74,0,4,0
2009,Ireland,Commercial services- Other Services Sectors,0,200,0,31,7
2009,Ireland,Commercial services- Transportation and Storage,0,95,0,18,0
2009,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,308,0,33,0
2009,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2009,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2009,Ireland,Exchanges and transfers- other (excluding electricity and heat),19,0,0,0,0
2009,Ireland,Exports,7,986,5,959,0
2009,Ireland,Final non energy consumption feedstocks,0,263,0,263,0
2009,Ireland,Fisheries,0,31,0,31,0
2009,Ireland,Imports,1297,14395,0,8920,59
2009,Ireland,Indigenous production,0,1464,578,0,618
2009,Ireland,Industry- basic metals and fabricated metal products,1,371,0,139,0
2009,Ireland,Industry- chemicals and man-made fibres,0,225,0,40,1
2009,Ireland,Industry- construction,0,51,0,37,0
2009,Ireland,Industry- electrical and optical equipment,0,78,0,4,0
2009,Ireland,Industry- food and beverages,16,426,1,97,39
2009,Ireland,Industry- machinery and equipment n.e.c,0,25,0,5,0
2009,Ireland,Industry- non energy mining,0,92,0,36,0
2009,Ireland,Industry- other manufacturing,1,97,1,33,0
2009,Ireland,Industry- other non-metallic mineral products,93,343,0,142,15
2009,Ireland,"Industry- pulp, paper, publishing and printing",0,20,0,3,0
2009,Ireland,Industry- rubber and plastic products,0,33,0,5,0
2009,Ireland,Industry- textiles and textile products,0,14,0,7,0
2009,Ireland,Industry- transport equipment manufacture,0,8,0,2,0
2009,Ireland,Industry- wood and wood products,0,118,0,4,85
2009,Ireland,Mar. bunkers,0,98,0,98,0
2009,Ireland,Non-energy consumption,0,263,0,263,0
2009,Ireland,Own use and distribution losses,0,503,21,116,0
2009,Ireland,Primary energy requirement excluding non energy,1143,14797,864,7739,677
2009,Ireland,Primary energy supply including non energy,1143,15060,864,8002,677
2009,Ireland,Public services,0,486,0,95,9
2009,Ireland,Public services- Education,0,72,0,18,1
2009,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,94,0,18,3
2009,Ireland,Public services- Public Administration,0,209,0,51,2
2009,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,112,0,8,4
2009,Ireland,Residential,266,3477,272,1575,41
2009,Ireland,Statistical difference,8,0,0,0,2
2009,Ireland,Stock change,0,284,290,139,1
2009,Ireland,Sum of all commercial and public services,1,1419,0,217,23
2009,Ireland,Sum of all exchanges and transfers,19,0,0,0,0
2009,Ireland,Sum of all industry sub-sectors,112,1901,1,555,140
2009,Ireland,Sum of all transformation input,775,7439,681,3100,61
2009,Ireland,Sum of all transformation output,0,5074,108,2863,0
2009,Ireland,Sum of all transport,0,4865,0,4782,77
2009,Ireland,Total final energy consumption,379,11976,273,7394,282
2009,Ireland,Transformation input- briquetting plants,0,113,113,0,0
2009,Ireland,Transformation input- combined heat and power plants,0,269,10,6,9
2009,Ireland,Transformation input- oil refineries and other energy sectors,0,2899,0,2885,0
2009,Ireland,Transformation input- public thermal power plants,775,4107,557,209,52
2009,Ireland,Transformation input- pumped storage consumption,0,50,0,0,0
2009,Ireland,Transformation output- briquetting plants,0,108,108,0,0
2009,Ireland,Transformation output- combined heat and power plants- electricity,0,158,0,0,0
2009,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2009,Ireland,Transformation output- oil refineries,0,2863,0,2863,0
2009,Ireland,Transformation output- public thermal power plants,0,1916,0,0,0
2009,Ireland,Transformation output- pumped storage consumption,0,31,0,0,0
2009,Ireland,Transport - navigation,0,64,0,64,0
2009,Ireland,Transport- Sum of all aviation transport,0,768,0,768,0
2009,Ireland,Transport- domestic aviation,0,22,0,22,0
2009,Ireland,Transport- fuel tourism,0,212,0,207,5
2009,Ireland,Transport- international aviation,0,746,0,746,0
2009,Ireland,Transport- rail,0,44,0,40,0
2009,Ireland,Transport- road freight,0,785,0,767,18
2009,Ireland,Transport- road light goods vehicle,0,374,0,365,9
2009,Ireland,Transport- road private car,0,2057,0,2022,35
2009,Ireland,Transport- road public passenger services,0,182,0,178,4
2009,Ireland,Transport- sum of all road transport,0,3398,0,3332,66
2009,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,379,0,371,7
2010,Ireland,Agricultural,0,270,0,222,0
2010,Ireland,Available final energy consumption,389,12144,253,7427,310
2010,Ireland,Commercial services,1,954,0,131,14
2010,Ireland,Commercial services- Accommodation and Food Services,0,168,0,31,4
2010,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,59,0,5,1
2010,Ireland,Commercial services- Information and Communication,0,60,0,5,1
2010,Ireland,Commercial services- Other Services Sectors,0,221,0,30,8
2010,Ireland,Commercial services- Transportation and Storage,0,132,0,29,0
2010,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",1,313,0,32,1
2010,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2010,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2010,Ireland,Exchanges and transfers- other (excluding electricity and heat),24,6,0,0,0
2010,Ireland,Exports,7,1287,10,1245,0
2010,Ireland,Final non energy consumption feedstocks,0,328,0,328,0
2010,Ireland,Fisheries,0,25,0,25,0
2010,Ireland,Imports,965,14556,0,8957,82
2010,Ireland,Indigenous production,0,1855,1011,0,597
2010,Ireland,Industry- basic metals and fabricated metal products,1,472,0,222,0
2010,Ireland,Industry- chemicals and man-made fibres,0,228,0,42,0
2010,Ireland,Industry- construction,0,41,0,26,0
2010,Ireland,Industry- electrical and optical equipment,0,86,0,4,0
2010,Ireland,Industry- food and beverages,17,420,0,85,40
2010,Ireland,Industry- machinery and equipment n.e.c,0,20,0,4,0
2010,Ireland,Industry- non energy mining,1,81,0,28,0
2010,Ireland,Industry- other manufacturing,1,97,0,27,0
2010,Ireland,Industry- other non-metallic mineral products,102,273,0,84,12
2010,Ireland,"Industry- pulp, paper, publishing and printing",0,17,0,3,0
2010,Ireland,Industry- rubber and plastic products,1,35,0,4,0
2010,Ireland,Industry- textiles and textile products,0,13,0,8,0
2010,Ireland,Industry- transport equipment manufacture,0,6,0,2,0
2010,Ireland,Industry- wood and wood products,0,131,0,4,100
2010,Ireland,Mar. bunkers,0,139,0,139,0
2010,Ireland,Non-energy consumption,0,328,0,328,0
2010,Ireland,Own use and distribution losses,0,454,16,93,0
2010,Ireland,Primary energy requirement excluding non energy,1233,14731,765,7294,678
2010,Ireland,Primary energy supply including non energy,1233,15059,765,7622,678
2010,Ireland,Public services,0,481,0,96,8
2010,Ireland,Public services- Education,0,81,0,20,0
2010,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,84,0,17,1
2010,Ireland,Public services- Public Administration,0,234,0,55,2
2010,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,82,0,4,4
2010,Ireland,Residential,253,3637,254,1641,44
2010,Ireland,Statistical difference,11,0,0,0,0
2010,Ireland,Stock change,275,75,0,49,0
2010,Ireland,Sum of all commercial and public services,1,1434,0,228,21
2010,Ireland,Sum of all exchanges and transfers,24,6,0,0,0
2010,Ireland,Sum of all industry sub-sectors,124,1919,0,543,152
2010,Ireland,Sum of all transformation input,868,7741,602,3108,74
2010,Ireland,Sum of all transformation output,0,5273,105,3023,0
2010,Ireland,Sum of all transport,0,4599,0,4501,93
2010,Ireland,Total final energy consumption,378,11884,254,7159,311
2010,Ireland,Transformation input- briquetting plants,0,111,111,0,0
2010,Ireland,Transformation input- combined heat and power plants,0,284,10,8,10
2010,Ireland,Transformation input- oil refineries and other energy sectors,0,3010,0,2971,0
2010,Ireland,Transformation input- public thermal power plants,868,4311,481,130,65
2010,Ireland,Transformation input- pumped storage consumption,0,25,0,0,0
2010,Ireland,Transformation output- briquetting plants,0,105,105,0,0
2010,Ireland,Transformation output- combined heat and power plants- electricity,0,167,0,0,0
2010,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2010,Ireland,Transformation output- oil refineries,0,3023,0,3023,0
2010,Ireland,Transformation output- public thermal power plants,0,1962,0,0,0
2010,Ireland,Transformation output- pumped storage consumption,0,15,0,0,0
2010,Ireland,Transport - navigation,0,65,0,65,0
2010,Ireland,Transport- Sum of all aviation transport,0,788,0,788,0
2010,Ireland,Transport- domestic aviation,0,16,0,16,0
2010,Ireland,Transport- fuel tourism,0,229,0,222,6
2010,Ireland,Transport- international aviation,0,772,0,772,0
2010,Ireland,Transport- rail,0,44,0,40,0
2010,Ireland,Transport- road freight,0,688,0,669,19
2010,Ireland,Transport- road light goods vehicle,0,348,0,338,10
2010,Ireland,Transport- road private car,0,2013,0,1965,48
2010,Ireland,Transport- road public passenger services,0,165,0,161,4
2010,Ireland,Transport- sum of all road transport,0,3214,0,3134,80
2010,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,260,0,252,6
2011,Ireland,Agricultural,0,261,0,213,0
2011,Ireland,Available final energy consumption,330,11418,227,6904,310
2011,Ireland,Commercial services,1,980,0,126,16
2011,Ireland,Commercial services- Accommodation and Food Services,0,208,0,42,7
2011,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,76,0,6,0
2011,Ireland,Commercial services- Information and Communication,0,95,0,1,0
2011,Ireland,Commercial services- Other Services Sectors,0,198,0,28,8
2011,Ireland,Commercial services- Transportation and Storage,0,89,0,18,0
2011,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",1,314,0,30,1
2011,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2011,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2011,Ireland,Exchanges and transfers- other (excluding electricity and heat),19,0,0,0,0
2011,Ireland,Exports,8,1683,9,1645,1
2011,Ireland,Final non energy consumption feedstocks,0,296,0,296,0
2011,Ireland,Fisheries,0,20,0,20,0
2011,Ireland,Imports,1408,14367,0,8850,84
2011,Ireland,Indigenous production,0,1723,774,0,738
2011,Ireland,Industry- basic metals and fabricated metal products,0,410,0,148,0
2011,Ireland,Industry- chemicals and man-made fibres,1,205,0,29,0
2011,Ireland,Industry- construction,0,32,0,22,0
2011,Ireland,Industry- electrical and optical equipment,0,72,0,4,0
2011,Ireland,Industry- food and beverages,18,405,0,41,34
2011,Ireland,Industry- machinery and equipment n.e.c,0,25,0,2,0
2011,Ireland,Industry- non energy mining,0,77,0,22,0
2011,Ireland,Industry- other manufacturing,0,89,0,14,0
2011,Ireland,Industry- other non-metallic mineral products,89,266,0,77,16
2011,Ireland,"Industry- pulp, paper, publishing and printing",0,21,0,2,0
2011,Ireland,Industry- rubber and plastic products,0,32,0,4,0
2011,Ireland,Industry- textiles and textile products,0,11,0,5,0
2011,Ireland,Industry- transport equipment manufacture,0,6,0,0,0
2011,Ireland,Industry- wood and wood products,0,123,0,3,93
2011,Ireland,Mar. bunkers,0,108,0,108,0
2011,Ireland,Non-energy consumption,0,296,0,296,0
2011,Ireland,Own use and distribution losses,0,413,12,78,0
2011,Ireland,Primary energy requirement excluding non energy,1224,13763,724,6786,826
2011,Ireland,Primary energy supply including non energy,1224,14059,724,7082,826
2011,Ireland,Public services,0,426,0,83,10
2011,Ireland,Public services- Education,0,74,0,17,1
2011,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,83,0,16,1
2011,Ireland,Public services- Public Administration,0,210,0,49,4
2011,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,59,0,2,4
2011,Ireland,Residential,218,3195,241,1412,42
2011,Ireland,Statistical difference,1,39,0,60,2
2011,Ireland,Stock change,0,0,0,0,5
2011,Ireland,Sum of all commercial and public services,1,1406,0,209,26
2011,Ireland,Sum of all exchanges and transfers,19,0,0,0,0
2011,Ireland,Sum of all industry sub-sectors,109,1774,0,372,142
2011,Ireland,Sum of all transformation input,913,7218,570,3086,79
2011,Ireland,Sum of all transformation output,0,4988,85,3005,0
2011,Ireland,Sum of all transport,0,4426,0,4321,98
2011,Ireland,Total final energy consumption,328,11082,242,6547,308
2011,Ireland,Transformation input- briquetting plants,0,90,90,0,0
2011,Ireland,Transformation input- combined heat and power plants,0,269,7,7,8
2011,Ireland,Transformation input- oil refineries and other energy sectors,0,3100,0,3032,0
2011,Ireland,Transformation input- public thermal power plants,913,3759,473,48,71
2011,Ireland,Transformation input- pumped storage consumption,0,0,0,0,0
2011,Ireland,Transformation output- briquetting plants,0,85,85,0,0
2011,Ireland,Transformation output- combined heat and power plants- electricity,0,169,0,0,0
2011,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2011,Ireland,Transformation output- oil refineries,0,3005,0,3005,0
2011,Ireland,Transformation output- public thermal power plants,0,1730,0,0,0
2011,Ireland,Transformation output- pumped storage consumption,0,0,0,0,0
2011,Ireland,Transport - navigation,0,56,0,56,0
2011,Ireland,Transport- Sum of all aviation transport,0,700,0,700,0
2011,Ireland,Transport- domestic aviation,0,8,0,8,0
2011,Ireland,Transport- fuel tourism,0,230,0,223,7
2011,Ireland,Transport- international aviation,0,692,0,692,0
2011,Ireland,Transport- rail,0,44,0,40,0
2011,Ireland,Transport- road freight,0,632,0,613,20
2011,Ireland,Transport- road light goods vehicle,0,340,0,329,11
2011,Ireland,Transport- road private car,0,2047,0,1996,50
2011,Ireland,Transport- road public passenger services,0,154,0,149,4
2011,Ireland,Transport- sum of all road transport,0,3172,0,3087,85
2011,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,223,0,214,5
2012,Ireland,Agricultural,0,251,0,203,0
2012,Ireland,Available final energy consumption,342,10909,213,6302,296
2012,Ireland,Commercial services,1,1004,0,120,19
2012,Ireland,Commercial services- Accommodation and Food Services,0,200,0,36,4
2012,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,67,0,6,0
2012,Ireland,Commercial services- Information and Communication,0,100,0,2,0
2012,Ireland,Commercial services- Other Services Sectors,0,239,0,26,13
2012,Ireland,Commercial services- Transportation and Storage,0,85,0,18,0
2012,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,313,0,32,1
2012,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2012,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2012,Ireland,Exchanges and transfers- other (excluding electricity and heat),17,0,0,0,0
2012,Ireland,Exports,9,1840,9,1790,0
2012,Ireland,Final non energy consumption feedstocks,0,269,0,269,0
2012,Ireland,Fisheries,0,23,0,23,0
2012,Ireland,Imports,1339,13599,0,8266,80
2012,Ireland,Indigenous production,0,1292,321,0,745
2012,Ireland,Industry- basic metals and fabricated metal products,0,370,0,92,0
2012,Ireland,Industry- chemicals and man-made fibres,0,217,0,28,0
2012,Ireland,Industry- construction,0,32,0,21,0
2012,Ireland,Industry- electrical and optical equipment,0,69,0,3,0
2012,Ireland,Industry- food and beverages,18,429,1,43,18
2012,Ireland,Industry- machinery and equipment n.e.c,0,27,0,3,0
2012,Ireland,Industry- non energy mining,0,75,0,25,0
2012,Ireland,Industry- other manufacturing,0,100,0,16,0
2012,Ireland,Industry- other non-metallic mineral products,77,287,0,99,21
2012,Ireland,"Industry- pulp, paper, publishing and printing",0,19,0,1,0
2012,Ireland,Industry- rubber and plastic products,0,33,0,4,0
2012,Ireland,Industry- textiles and textile products,0,8,0,3,0
2012,Ireland,Industry- transport equipment manufacture,0,7,0,2,0
2012,Ireland,Industry- wood and wood products,0,128,0,3,95
2012,Ireland,Mar. bunkers,0,129,0,129,0
2012,Ireland,Non-energy consumption,0,269,0,269,0
2012,Ireland,Own use and distribution losses,0,419,14,83,0
2012,Ireland,Primary energy requirement excluding non energy,1485,13453,790,6233,822
2012,Ireland,Primary energy supply including non energy,1485,13722,790,6502,822
2012,Ireland,Public services,0,429,0,80,11
2012,Ireland,Public services- Education,0,78,0,16,1
2012,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,88,0,16,1
2012,Ireland,Public services- Public Administration,0,216,0,46,5
2012,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,47,0,2,4
2012,Ireland,Residential,241,3039,215,1236,49
2012,Ireland,Statistical difference,3,0,0,0,0
2012,Ireland,Stock change,155,800,478,155,0
2012,Ireland,Sum of all commercial and public services,1,1433,0,200,30
2012,Ireland,Sum of all exchanges and transfers,17,0,0,0,0
2012,Ireland,Sum of all industry sub-sectors,97,1802,1,344,135
2012,Ireland,Sum of all transformation input,1160,7519,649,3199,112
2012,Ireland,Sum of all transformation output,0,5126,87,3100,0
2012,Ireland,Sum of all transport,0,4176,0,4084,85
2012,Ireland,Total final energy consumption,339,10724,215,6088,299
2012,Ireland,Transformation input- briquetting plants,0,92,92,0,0
2012,Ireland,Transformation input- combined heat and power plants,0,304,7,9,8
2012,Ireland,Transformation input- oil refineries and other energy sectors,0,3221,0,3143,0
2012,Ireland,Transformation input- public thermal power plants,1160,3873,550,47,104
2012,Ireland,Transformation input- pumped storage consumption,0,30,0,0,0
2012,Ireland,Transformation output- briquetting plants,0,87,87,0,0
2012,Ireland,Transformation output- combined heat and power plants- electricity,0,183,0,0,0
2012,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2012,Ireland,Transformation output- oil refineries,0,3100,0,3100,0
2012,Ireland,Transformation output- public thermal power plants,0,1737,0,0,0
2012,Ireland,Transformation output- pumped storage consumption,0,18,0,0,0
2012,Ireland,Transport - navigation,0,59,0,59,0
2012,Ireland,Transport- Sum of all aviation transport,0,586,0,586,0
2012,Ireland,Transport- domestic aviation,0,5,0,5,0
2012,Ireland,Transport- fuel tourism,0,169,0,165,4
2012,Ireland,Transport- international aviation,0,581,0,581,0
2012,Ireland,Transport- rail,0,42,0,38,0
2012,Ireland,Transport- road freight,0,629,0,613,16
2012,Ireland,Transport- road light goods vehicle,0,328,0,320,8
2012,Ireland,Transport- road private car,0,2055,0,2006,49
2012,Ireland,Transport- road public passenger services,0,149,0,145,4
2012,Ireland,Transport- sum of all road transport,0,3161,0,3084,77
2012,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,158,0,150,4
2013,Ireland,Agricultural,0,224,0,176,0
2013,Ireland,Available final energy consumption,360,11132,213,6455,327
2013,Ireland,Commercial services,0,1005,0,131,22
2013,Ireland,Commercial services- Accommodation and Food Services,0,203,0,44,7
2013,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,57,0,6,0
2013,Ireland,Commercial services- Information and Communication,0,118,0,4,0
2013,Ireland,Commercial services- Other Services Sectors,0,241,0,28,12
2013,Ireland,Commercial services- Transportation and Storage,0,83,0,21,0
2013,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,304,0,29,2
2013,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2013,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2013,Ireland,Exchanges and transfers- other (excluding electricity and heat),24,0,0,0,0
2013,Ireland,Exports,10,1450,9,1398,0
2013,Ireland,Final non energy consumption feedstocks,0,288,0,288,0
2013,Ireland,Fisheries,0,25,0,25,0
2013,Ireland,Imports,1479,13743,0,8206,114
2013,Ireland,Indigenous production,0,2327,1327,0,775
2013,Ireland,Industry- basic metals and fabricated metal products,0,435,0,94,0
2013,Ireland,Industry- chemicals and man-made fibres,0,205,0,31,0
2013,Ireland,Industry- construction,0,38,0,25,0
2013,Ireland,Industry- electrical and optical equipment,0,73,0,4,0
2013,Ireland,Industry- food and beverages,21,441,0,64,18
2013,Ireland,Industry- machinery and equipment n.e.c,0,24,0,4,0
2013,Ireland,Industry- non energy mining,0,71,0,26,0
2013,Ireland,Industry- other manufacturing,0,111,0,24,0
2013,Ireland,Industry- other non-metallic mineral products,61,281,0,98,25
2013,Ireland,"Industry- pulp, paper, publishing and printing",0,19,0,2,0
2013,Ireland,Industry- rubber and plastic products,0,31,0,3,0
2013,Ireland,Industry- textiles and textile products,0,10,0,4,0
2013,Ireland,Industry- transport equipment manufacture,0,7,0,3,0
2013,Ireland,Industry- wood and wood products,0,129,0,3,98
2013,Ireland,Mar. bunkers,0,144,0,144,0
2013,Ireland,Non-energy consumption,0,288,0,288,0
2013,Ireland,Own use and distribution losses,0,405,16,69,0
2013,Ireland,Primary energy requirement excluding non energy,1306,13332,742,6280,888
2013,Ireland,Primary energy supply including non energy,1306,13620,742,6568,888
2013,Ireland,Public services,0,468,0,110,15
2013,Ireland,Public services- Education,0,124,0,49,2
2013,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,91,0,16,2
2013,Ireland,Public services- Public Administration,0,214,0,44,8
2013,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,39,0,2,4
2013,Ireland,Residential,268,2963,218,1136,51
2013,Ireland,Statistical difference,9,0,0,0,0
2013,Ireland,Stock change,0,0,0,0,0
2013,Ireland,Sum of all commercial and public services,0,1474,0,242,37
2013,Ireland,Sum of all exchanges and transfers,24,0,0,0,0
2013,Ireland,Sum of all industry sub-sectors,82,1875,1,385,141
2013,Ireland,Sum of all transformation input,970,6914,619,2958,119
2013,Ireland,Sum of all transformation output,0,4834,106,2940,0
2013,Ireland,Sum of all transport,0,4348,0,4239,102
2013,Ireland,Total final energy consumption,351,10908,218,6202,331
2013,Ireland,Transformation input- briquetting plants,0,112,112,0,0
2013,Ireland,Transformation input- combined heat and power plants,0,295,9,6,8
2013,Ireland,Transformation input- oil refineries and other energy sectors,0,2988,0,2915,0
2013,Ireland,Transformation input- public thermal power plants,970,3469,498,38,111
2013,Ireland,Transformation input- pumped storage consumption,0,50,0,0,0
2013,Ireland,Transformation output- briquetting plants,0,106,106,0,0
2013,Ireland,Transformation output- combined heat and power plants- electricity,0,177,0,0,0
2013,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2013,Ireland,Transformation output- oil refineries,0,2940,0,2940,0
2013,Ireland,Transformation output- public thermal power plants,0,1580,0,0,0
2013,Ireland,Transformation output- pumped storage consumption,0,30,0,0,0
2013,Ireland,Transport - navigation,0,58,0,58,0
2013,Ireland,Transport- Sum of all aviation transport,0,676,0,676,0
2013,Ireland,Transport- domestic aviation,0,5,0,5,0
2013,Ireland,Transport- fuel tourism,0,210,0,203,7
2013,Ireland,Transport- international aviation,0,671,0,671,0
2013,Ireland,Transport- rail,0,42,0,38,0
2013,Ireland,Transport- road freight,0,581,0,563,18
2013,Ireland,Transport- road light goods vehicle,0,355,0,344,11
2013,Ireland,Transport- road private car,0,2103,0,2045,57
2013,Ireland,Transport- road public passenger services,0,142,0,138,4
2013,Ireland,Transport- sum of all road transport,0,3181,0,3090,91
2013,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,182,0,173,5
2014,Ireland,Agricultural,0,205,0,157,0
2014,Ireland,Available final energy consumption,326,11046,209,6342,373
2014,Ireland,Commercial services,0,961,0,112,26
2014,Ireland,Commercial services- Accommodation and Food Services,0,187,0,34,8
2014,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,52,0,5,0
2014,Ireland,Commercial services- Information and Communication,0,136,0,3,1
2014,Ireland,Commercial services- Other Services Sectors,0,219,0,25,14
2014,Ireland,Commercial services- Transportation and Storage,0,81,0,18,0
2014,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,287,0,27,3
2014,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2014,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2014,Ireland,Exchanges and transfers- other (excluding electricity and heat),17,0,0,0,0
2014,Ireland,Exports,10,1489,2,1416,0
